14065.990135 	0.028799 
14068.539166 	0.027313 
14071.181531 	0.025696 
14074.057385 	0.024355 
14076.683287 	0.022950 
14079.213649 	0.021484 
14081.920111 	0.019899 
14084.613450 	0.018109 
14087.250078 	0.016525 
14090.003664 	0.015294 
14092.629794 	0.014310 
14095.280895 	0.013289 
14098.079844 	0.012298 
14100.773154 	0.011102 
14103.330589 	0.010104 
14106.008845 	0.009052 
14108.699831 	0.008236 
14111.345439 	0.007263 
14114.093622 	0.006438 
14116.815514 	0.005293 
14119.683354 	0.004098 
14122.758094 	0.002811 
14126.220635 	0.001595 
14129.682951 	0.000326 
14133.067636 	-0.000974 
14136.535267 	-0.002506 
14139.889886 	-0.004055 
14143.323760 	-0.005350 
14146.790906 	-0.006675 
14150.238133 	-0.008117 
14153.602331 	-0.009624 
14156.907976 	-0.010926 
14160.296646 	-0.011836 
14163.792662 	-0.012799 
14167.300901 	-0.013665 
14170.731812 	-0.014811 
14174.004565 	-0.016067 
14177.508153 	-0.017259 
14180.997132 	-0.018399 
14184.344695 	-0.019704 
14187.853626 	-0.021296 
14191.279644 	-0.022847 
14194.729430 	-0.024251 
14198.028474 	-0.025586 
14201.445628 	-0.026880 
14205.044539 	-0.028532 
14208.474936 	-0.030258 
14211.849299 	-0.031794 
14215.176259 	-0.033145 
14218.637349 	-0.034657 
14222.125338 	-0.036193 
14225.541717 	-0.037979 
14228.962247 	-0.039535 
14232.497758 	-0.040740 
14236.166453 	-0.041908 
14239.527819 	-0.043006 
14242.800859 	-0.044163 
14246.344080 	-0.045320 
14249.886102 	-0.046308 
14253.385991 	-0.047411 
14256.985009 	-0.048632 
14260.806183 	-0.050183 
14265.036142 	-0.051774 
14269.218243 	-0.053258 
14273.390515 	-0.054672 
14277.516121 	-0.056216 
14281.476261 	-0.057730 
14285.612791 	-0.059147 
14289.910149 	-0.060611 
14294.073836 	-0.062226 
14298.085468 	-0.063956 
14302.494332 	-0.065573 
14306.670011 	-0.067019 
14310.850241 	-0.068593 
14314.859444 	-0.070317 
14319.045106 	-0.071662 
14323.255663 	-0.072894 
14327.406065 	-0.074239 
14331.523204 	-0.075724 
14335.589681 	-0.077183 
14339.786696 	-0.078359 
14344.096425 	-0.079786 
14348.407927 	-0.081436 
14352.517741 	-0.083067 
14356.855519 	-0.084588 
14361.054297 	-0.086098 
14365.189094 	-0.087880 
14369.215561 	-0.089839 
14373.524614 	-0.091582 
14377.753128 	-0.093258 
14382.078808 	-0.094931 
14386.158577 	-0.096759 
14390.419018 	-0.098406 
14394.668374 	-0.099831 
14398.768451 	-0.101257 
14403.044070 	-0.102939 
14407.259677 	-0.104586 
14411.697307 	-0.106038 
14415.884925 	-0.107433 
14420.141441 	-0.108826 
14424.423705 	-0.110435 
14429.132009 	-0.111829 
14433.965566 	-0.113284 
